question__code,position,text_jp,is_correct
bt15-q07,2,存じます,true
bt15-q07,3,申されます,false
bt15-q07,4,ご存じです,false
bt15-q08,1,伺いにまいります,true
bt15-q08,2,伺いに見えます,false
bt15-q08,3,伺いにいらっしゃいます,false
bt15-q08,4,伺わせてまいります,false
bt15-q09,1,ご心配いたしますね,false
bt15-q09,2,ご心配ですね,true
bt15-q09,3,ご心配させますね,false
bt15-q09,4,ご心配しておりますね,false
bt15-q10,1,お持ちなさいますか,false
bt15-q10,2,お持ちいたしましょうか,true
bt15-q10,3,お持ちいただけますか,false
bt15-q10,4,お持ちさしあげましょうか,false
bt15-q11,1,ご案内存じ上げます,false
bt15-q11,2,ご案内うけたまわります,false
bt15-q11,3,ご案内申し上げます,true
bt15-q11,4,ご案内願います,false
bt15-q12,1,おあがりください,true
bt15-q12,2,おあがりされてください,false
bt15-q12,3,召し上がられてください,false
bt15-q12,4,お召しになってください,false
bt15-q13,1,お届けになれます,false
bt15-q13,2,お届けられます,false
bt15-q13,3,お届けできます,true
bt15-q13,4,お届けされます,false
bt15-q14,1,ご説明させていただけませんか,false
bt15-q14,2,ご説明いただけませんか,true
bt15-q14,3,ご説明いただきませんか,false
bt15-q14,4,ご説明させてくださいませんか,false
bt15-q15,1,お会いになった,false
bt15-q15,2,ご覧になった,false
bt15-q15,3,お会いした,true
bt15-q15,4,拝見した,false
bt15-q16,1,ご報告いたします,true
bt15-q16,2,ご報告になります,false
bt15-q16,3,ご報告いただきます,false
bt15-q16,4,ご報告なさいます,false
bt15-q17,1,寒くなってまいりましたが,true
bt15-q17,2,寒くなさっておりますが,false
bt15-q17,3,寒くなってございますが,false
bt15-q17,4,寒くてございますが,false
bt15-q18,1,ご愛用なさいまして,false
bt15-q18,2,ご愛用いただきまして,true
bt15-q18,3,ご愛用いたしまして,false
bt15-q18,4,ご愛用さしあげまして,false
bt15-q19,1,お伺いなさり,false
bt15-q19,2,おまいりになられ,false
bt15-q19,3,いらっしゃられ,false
bt15-q19,4,お越しくださり,true
bt15-q20,1,借りていただいても,false
bt15-q20,2,お借りさせても,false
bt15-q20,3,お借りしても,true
bt15-q20,4,借りられても,false
bt16-q01,1,いただいた,false
bt16-q01,2,くださった,true
bt16-q01,3,いたした,false
bt16-q01,4,さしあげた,false
bt16-q02,1,られて,false
bt16-q02,2,されて,false
bt16-q02,3,いただれ,false
bt16-q02,4,くださり,true
bt16-q03,1,おいでくださって,true
bt16-q03,2,参ってさしあげて,false
bt16-q03,3,来てさしあげて,false
bt16-q03,4,来られてくださって,false
bt16-q04,1,お召し上がってください,false
bt16-q04,2,お召し上がりください,true
bt16-q04,3,召し上がりなさってください,false
bt16-q04,4,召し上がらせてください,false
bt16-q05,1,申し,false
bt16-q05,2,いただき,true
bt16-q05,3,いたし,false
bt16-q05,4,ねがい,false
bt16-q06,1,です,false
bt16-q06,2,います,false
bt16-q06,3,します,true
bt16-q06,4,なります,false
bt16-q07,1,しましょう,true
bt16-q07,2,にしましょう,false
bt16-q07,3,なりましょう,false
bt16-q07,4,になりましょう,false
bt16-q08,1,されても,false
bt16-q08,2,しても,true
bt16-q08,3,なさっても,false
bt16-q08,4,くださっても,false
bt16-q09,1,お書きした,false
bt16-q09,2,お書きになった,true
bt16-q09,3,お書かれなった,false
bt16-q09,4,お書かれした,false
bt16-q10,1,になって,true
bt16-q10,2,して,false
bt16-q10,3,になさって,false
bt16-q10,4,させて,false
bt16-q11,1,うかがった,false
bt16-q11,2,まいった,false
bt16-q11,3,おこしになった,true
bt16-q11,4,おじゃました,false
bt16-q12,1,して,false
bt16-q12,2,させて,true
bt16-q12,3,なさって,false
bt16-q12,4,いたして,false
bt16-q13,1,休まれて,false
bt16-q13,2,お休みになって,false
bt16-q13,3,お休みいたして,false
bt16-q13,4,休ませて,true
bt16-q14,1,読まれて,false
bt16-q14,2,お読みに,true
bt16-q14,3,読ませて,false
bt16-q14,4,読まされて,false
bt16-q15,1,置かせてくださっても,false
bt16-q15,2,お置きくださっても,false
bt16-q15,3,置かせていただいても,true
bt16-q15,4,お置きになっても,false
bt16-q16,1,やっていただけないでしょうか,false
bt16-q16,2,やらせていただけないでしょうか,true
bt16-q16,3,やってもよろしいでしょうか,false
bt16-q16,4,やらせてもよろしいでしょうか,false
bt16-q17,1,やらせていただきます,true
bt16-q17,2,やっていただきます,false
bt16-q17,3,やってくださいます,false
bt16-q17,4,やらせていくださいます,false
bt16-q18,1,拝見して,false
bt16-q18,2,ご覧になって,false
bt16-q18,3,拝見させて,true
bt16-q18,4,ご覧にならせて,false
bt16-q19,1,いかれて,false
bt16-q19,2,いかせて,true
bt16-q19,3,いかされて,false
bt16-q19,4,いかせられて,false
bt16-q20,1,帰られて,false
bt16-q20,2,帰らせて,true
bt16-q20,3,帰されて,false
bt16-q20,4,帰らされて,false
bt16-q21,1,使わせてくださっても,false
bt16-q21,2,使わせていただいても,true
bt16-q21,3,使ってあげっても,false
bt16-q21,4,使ってくれても,false
bt16-q22,1,うかがった,true
bt16-q22,2,うかがわれた,false
bt16-q22,3,うかがわせる,false
bt16-q22,4,うかがっている,false
bt16-q23,1,お招きいたし,false
bt16-q23,2,お招きなさり,false
bt16-q23,3,お招きになり,false
bt16-q23,4,お招きいただき,true
bt16-q24,1,られなくても,false
bt16-q24,2,されなくても,false
bt16-q24,3,いたさなくても,false
bt16-q24,4,くださらなくても,true
bt16-q25,1,おかけする,false
bt16-q25,2,おかけになる,true
bt16-q25,3,おかけられなる,false
bt16-q25,4,おかけられする,false
bt16-q26,1,ご相談して,false
bt16-q26,2,ご相談に,false
bt16-q26,3,ご相談,true
bt16-q26,4,ご相談になって,false
bt16-q27,1,あがりました,true
bt16-q27,2,おいでになりました,false
bt16-q27,3,みえました,false
bt16-q27,4,うけたまわりました,false
bt16-q28,1,おじゃまになる,false
bt16-q28,2,おこしになる,true
bt16-q28,3,おありになる,false
bt16-q28,4,おいきになる,false
bt16-q29,1,終わらせてくださいます,false
bt16-q29,2,お終わりくださいます,false
bt16-q29,3,終わらせていただきます,true
bt16-q29,4,お終わりになります,false
bt16-q30,1,退去していただきます,true
bt16-q30,2,退去させてもらいます,false
bt16-q30,3,退去させてさしあげます,false
bt16-q30,4,退去させていただけます,false
bt16-q31,1,いたします,false
bt16-q31,2,まいります,false
bt16-q31,3,なさいます,false
bt16-q31,4,ございます,true
bt16-q32,1,なさらない,false
bt16-q32,2,ならない,false
bt16-q32,3,召さない,true
bt16-q32,4,存じない,false
